Run,cell_type
SRR10793157,T cell CD8
SRR10791522,Macrophage
SRR10779653,Epithelial cell other C1
SRR10794431,Fibroblast alveolar
SRR10788435,Macrophage
SRR10791059,Mast cell
SRR10790570,Fibroblast alveolar
SRR10796033,Macrophage
SRR10781317,Monocyte non-conventional
SRR10784297,Alveolar cell type 2
SRR10784866,DC mature
SRR10790548,Basal
SRR10796237,Endothelial cell
SRR10798414,other C19
SRR10787026,Macrophage
SRR10797485,T cell CD4
SRR10786391,Pericyte
SRR10795027,Epithelial cell other C1
SRR10792391,Macrophage
SRR10782884,B cell
SRR10788236,Alveolar cell type 2
SRR10779646,Endothelial cell
SRR10781287,Macrophage
SRR10780085,Basal
SRR10783383,Monocyte conventional
SRR10795637,T cell CD8
SRR10791521,Monocyte non-conventional
SRR10786960,Epithelial cell dividing
SRR10797176,Basal
SRR10797729,Epithelial cell other C1
SRR10798459,Club
SRR10794538,Macrophage
SRR10782149,other C21
SRR10783003,Basal
SRR10783387,Fibroblast adventitial
SRR10790395,NK cell
SRR10785690,Club
SRR10778702,Fibroblast adventitial
SRR10782216,B cell
SRR10778722,Mesothelial
SRR10792949,Fibroblast adventitial
SRR10777722,other C17
SRR10789271,Mast cell
SRR10785535,Macrophage
SRR10798613,Alveolar cell type 1
SRR10794855,T cell CD4
SRR10791840,Club
SRR10788367,Fibroblast adventitial
SRR10795426,T cell CD4
SRR10792124,Epithelial cell other C1
SRR10784961,pDC
SRR10792248,Macrophage
SRR10783475,Monocyte conventional
SRR10788872,Monocyte conventional
SRR10792370,Macrophage
SRR10780435,Plasma cell
SRR10782082,Macrophage
SRR10786010,Mast cell
SRR10784683,Alveolar cell type 2
SRR10794650,Macrophage
SRR10788004,Epithelial cell other C5
SRR10787789,other C19
SRR10789305,Epithelial cell other C1
SRR10792305,Macrophage
SRR10778724,Monocyte conventional
SRR10790523,T cell CD4
SRR10783688,Club
SRR10780840,B cell
SRR10784992,cDC2
SRR10778023,Endothelial cell
SRR10787980,Macrophage
SRR10790770,Epithelial cell other C1
SRR10792580,Plasma cell
SRR10791904,Basal
SRR10797302,B cell
SRR10789686,T cell CD4
SRR10779915,Macrophage
SRR10791279,other C19
SRR10796199,Fibroblast alveolar
SRR10794808,Monocyte non-conventional
SRR10791850,Monocyte non-conventional
SRR10784024,Fibroblast adventitial
SRR10781776,Macrophage
SRR10795348,Alveolar cell type 2
SRR10784552,cDC2
SRR10788034,Monocyte non-conventional
SRR10786294,Macrophage
SRR10783292,Endothelial cell
SRR10791203,Epithelial cell other C1
SRR10798606,Macrophage
SRR10796537,Monocyte non-conventional
SRR10781635,Monocyte non-conventional
SRR10787529,Plasma cell
SRR10787189,Fibroblast alveolar
SRR10795427,Epithelial cell other C1
SRR10797608,Fibroblast alveolar
SRR10781103,T cell CD8
SRR10788055,other C21
SRR10795309,NK cell
SRR10784359,Alveolar cell type 2
SRR10792345,Epithelial cell other C1
SRR10780355,Mast cell
SRR10785390,Macrophage
SRR10791015,cDC2
SRR10781079,Macrophage
SRR10797654,Epithelial cell other C3
SRR10795766,Ciliated
SRR10779714,Epithelial cell other C5
SRR10796032,Macrophage
SRR10792578,Endothelial cell
SRR10777417,Epithelial cell other C1
SRR10797078,other C19
SRR10790226,Epithelial cell other C4
SRR10783178,Endothelial cell
SRR10780836,Plasma cell
SRR10779479,T cell CD8
SRR10781499,Smooth muscle cell
SRR10781575,B cell
SRR10781077,cDC2
SRR10792818,Fibroblast adventitial
SRR10797933,pDC
SRR10782618,Club
SRR10797551,T cell CD4
SRR10795894,T cell CD8
SRR10786100,Epithelial cell other C4
SRR10787535,Monocyte non-conventional
SRR10791466,Epithelial cell other C5
SRR10788062,Plasma cell
SRR10786722,Alveolar cell type 1
SRR10792165,cDC2
SRR10787092,Epithelial cell other C5
SRR10795282,Fibroblast alveolar
SRR10789140,Fibroblast alveolar
SRR10782954,Monocyte non-conventional
SRR10787273,Endothelial cell
SRR10793331,Macrophage
SRR10789910,Macrophage
SRR10791142,Fibroblast adventitial
SRR10792122,Mast cell
SRR10795917,Smooth muscle cell
SRR10789009,Pericyte
SRR10782818,Macrophage
SRR10784367,Basal
SRR10791752,Macrophage
SRR10786077,Monocyte non-conventional
SRR10797988,Fibroblast alveolar
SRR10781345,Macrophage
SRR10786564,Monocyte conventional
SRR10791013,T cell CD4
SRR10781901,Epithelial cell other C1
SRR10783593,Monocyte non-conventional
SRR10792418,T cell regulatory
SRR10790221,Macrophage
SRR10786684,NK cell
SRR10794833,Macrophage
SRR10792036,Macrophage
SRR10778044,Monocyte non-conventional
SRR10791628,cDC2
SRR10788538,Monocyte conventional
SRR10783445,Epithelial cell other C1
SRR10794023,T cell dividing
SRR10787408,Fibroblast adventitial
SRR10783441,Endothelial cell
SRR10782828,DC mature
SRR10778655,T cell CD4
SRR10786659,Monocyte non-conventional
SRR10778636,Plasma cell
SRR10792336,Monocyte non-conventional
SRR10782970,T cell dividing
SRR10782986,T cell CD8
SRR10781646,DC mature
SRR10797348,Macrophage
SRR10792636,Epithelial cell other C2
SRR10786765,Mast cell
SRR10777432,Plasma cell
SRR10794596,other C19
SRR10796987,Monocyte conventional
SRR10793432,Epithelial cell other C4
SRR10791128,Smooth muscle cell
SRR10782315,Epithelial cell other C4
SRR10788053,T cell CD4
SRR10790209,T cell dividing
SRR10795231,Epithelial cell other C4
SRR10788580,other C21
SRR10780340,DC mature
SRR10790326,T cell CD4
SRR10778516,Alveolar cell type 2
SRR10791733,Fibroblast adventitial
SRR10780008,T cell CD8
SRR10777758,Monocyte non-conventional
SRR10783226,T cell regulatory
SRR10783228,Epithelial cell other C5
SRR10777777,Epithelial cell other C1
SRR10782258,Fibroblast adventitial
SRR10787903,T cell CD4
SRR10777922,T cell CD4
SRR10794541,Mast cell
SRR10794463,T cell CD4
SRR10785460,Macrophage
SRR10783171,pDC
SRR10783467,T cell CD4
SRR10794144,Endothelial cell
SRR10795940,Mast cell
SRR10781930,Endothelial cell
SRR10782906,Pericyte
SRR10791785,Fibroblast adventitial
SRR10784407,Fibroblast alveolar
SRR10786187,Macrophage
SRR10780402,Club
SRR10798274,T cell CD4
SRR10787390,B cell
SRR10796560,T cell CD4
SRR10784062,Fibroblast alveolar
SRR10784727,Plasma cell
SRR10789090,Epithelial cell other C5
SRR10784427,T cell CD4
SRR10788056,pDC
SRR10787174,Basal
SRR10791214,cDC2
SRR10795514,Macrophage
SRR10778879,cDC2
SRR10794119,Endothelial cell
SRR10785116,Endothelial cell
SRR10780837,T cell dividing
SRR10780115,Endothelial cell
SRR10781386,Monocyte non-conventional
SRR10777789,Plasma cell
SRR10788272,T cell CD8
SRR10777348,T cell CD8
SRR10790552,Macrophage
SRR10780828,T cell CD4
SRR10783484,Fibroblast adventitial
SRR10791626,Basal
SRR10783957,Epithelial cell other C4
SRR10787183,Fibroblast adventitial
SRR10779798,B cell
SRR10790290,other C19
SRR10790345,pDC
SRR10779679,Fibroblast adventitial
SRR10781450,pDC
SRR10781281,Monocyte non-conventional
SRR10796876,Monocyte non-conventional
SRR10782705,Monocyte non-conventional
SRR10787246,Club
SRR10785741,Epithelial cell other C5
SRR10781225,T cell CD8
SRR10784029,pDC
SRR10796221,Basal
SRR10782860,Mesothelial
SRR10782530,Club
SRR10786355,Macrophage
SRR10785585,Fibroblast adventitial
SRR10778269,Fibroblast adventitial
SRR10778296,B cell
SRR10783657,T cell CD4
SRR10792939,Club
SRR10787336,T cell CD8
SRR10778866,Fibroblast alveolar
SRR10779019,T cell CD4
SRR10781341,Monocyte non-conventional
SRR10795605,Fibroblast adventitial
SRR10798517,Epithelial cell other C1
SRR10778306,T cell CD8
SRR10779053,Epithelial cell other C5
SRR10778555,Mast cell
SRR10792890,Alveolar cell type 1
SRR10797021,Macrophage
SRR10787237,Epithelial cell dividing
SRR10790696,Smooth muscle cell
SRR10787785,other C21
SRR10787199,Macrophage
SRR10792789,other C21
SRR10789995,NK cell
SRR10795272,T cell CD8
SRR10790716,B cell
SRR10777277,T cell CD4
SRR10791090,Fibroblast adventitial
SRR10787210,B cell
SRR10782169,Mesothelial
SRR10797175,Plasma cell
SRR10779405,Endothelial cell
SRR10790509,Epithelial cell other C1
SRR10796743,T cell CD8
SRR10783202,Monocyte non-conventional
SRR10781508,Mast cell
SRR10780768,Epithelial cell other C1
SRR10786694,Basal
SRR10796875,Smooth muscle cell
SRR10784172,DC mature
SRR10797798,other C19
SRR10780613,T cell CD4
SRR10786444,cDC2
SRR10783100,Epithelial cell other C1
SRR10789616,T cell CD8
SRR10785777,Epithelial cell other C5
SRR10790749,Basal
SRR10793890,Plasma cell
SRR10790655,B cell
SRR10796787,other C19
SRR10792932,Macrophage
SRR10797118,T cell regulatory
SRR10788219,Fibroblast adventitial
SRR10788855,Macrophage
SRR10793961,B cell
SRR10787977,Epithelial cell other C4
SRR10782295,Monocyte non-conventional
SRR10796868,Mesothelial
SRR10777470,Basal
SRR10794758,Epithelial cell other C5
SRR10777944,Macrophage
SRR10793417,Endothelial cell
SRR10779786,Epithelial cell other C1
SRR10794356,other C17
SRR10785935,Macrophage
SRR10785800,Club
SRR10784773,Club
SRR10784449,Smooth muscle cell
SRR10785422,Alveolar cell type 1
SRR10795083,T cell CD4
SRR10788413,T cell CD8
SRR10797275,Fibroblast alveolar
SRR10789018,Macrophage
SRR10779250,Fibroblast adventitial
SRR10790255,T cell CD4
SRR10783563,Smooth muscle cell
SRR10782361,Monocyte conventional
SRR10785826,T cell CD8
SRR10792062,Monocyte conventional
SRR10779189,Epithelial cell other C5
SRR10788698,Basal
SRR10789207,B cell
SRR10796345,Fibroblast adventitial
SRR10779290,Monocyte conventional
SRR10784955,cDC2
SRR10796168,Macrophage
SRR10781539,T cell regulatory
SRR10780013,NK cell
SRR10781738,Monocyte conventional
SRR10786257,Fibroblast adventitial
SRR10793092,Fibroblast adventitial
SRR10783023,T cell CD4
SRR10778739,Monocyte non-conventional
SRR10782535,other C17
SRR10778389,T cell regulatory
SRR10781641,Macrophage
SRR10780060,Macrophage
SRR10786880,Macrophage
SRR10798546,other C29
SRR10785365,cDC2
SRR10791247,Monocyte non-conventional
SRR10782407,Plasma cell
SRR10784687,Macrophage
SRR10777338,Alveolar cell type 1
SRR10788083,Monocyte non-conventional
SRR10788906,Fibroblast adventitial
SRR10789920,Macrophage
SRR10790353,Plasma cell
SRR10781289,T cell CD8
SRR10778930,Fibroblast adventitial
SRR10794649,Macrophage
SRR10779917,Smooth muscle cell
SRR10792883,T cell regulatory
SRR10780620,Epithelial cell other C5
SRR10779564,T cell CD4
SRR10779339,Basal
SRR10785765,Epithelial cell other C5
SRR10777937,Macrophage
SRR10787793,T cell CD4
SRR10787048,Smooth muscle cell
SRR10785437,Endothelial cell
SRR10787678,Epithelial cell other C1
SRR10795585,Club
SRR10794582,Epithelial cell other C1
SRR10779258,T cell CD8
SRR10780661,Epithelial cell other C5
SRR10777438,T cell regulatory
SRR10783763,Fibroblast alveolar
SRR10794238,Epithelial cell other C1
SRR10784582,T cell dividing
SRR10791154,Endothelial cell
SRR10790608,T cell CD4
SRR10781779,Macrophage
SRR10778317,Alveolar cell type 1
SRR10783874,T cell CD4
SRR10786122,Macrophage
SRR10795109,Monocyte conventional
SRR10792000,Monocyte non-conventional
SRR10790589,T cell CD8
SRR10797955,T cell CD8
SRR10777784,Macrophage
SRR10786453,other C17
SRR10789718,Macrophage
SRR10792447,cDC2
SRR10779440,Alveolar cell type 2
SRR10797145,T cell CD4
SRR10779161,Club
SRR10779281,Plasma cell
SRR10790477,Mast cell
SRR10781124,Basal
SRR10781567,Alveolar cell type 2
SRR10780473,Macrophage
SRR10780276,Alveolar cell type 2
SRR10788840,Mast cell
SRR10798631,Macrophage
SRR10796584,Macrophage
SRR10798092,Endothelial cell
SRR10794895,T cell CD8
SRR10778947,B cell
SRR10778429,Club
SRR10791026,Basal
SRR10795487,Mast cell
SRR10790762,Fibroblast adventitial
SRR10791201,Macrophage
SRR10794289,T cell CD4
SRR10782058,Monocyte conventional
SRR10784764,B cell
SRR10794082,Endothelial cell
SRR10795587,Fibroblast adventitial
SRR10783779,Macrophage
SRR10798571,T cell regulatory
SRR10782097,Epithelial cell other C4
SRR10791760,Mast cell
SRR10790176,Macrophage
SRR10797579,T cell CD4
SRR10791446,Macrophage
SRR10781876,Endothelial cell
SRR10777475,Basal
SRR10785555,Macrophage
SRR10786130,Fibroblast alveolar
SRR10787500,Macrophage
SRR10782859,T cell CD8
SRR10794235,Basal
SRR10793767,cDC1
SRR10795776,T cell CD4
SRR10785738,Epithelial cell other C1
SRR10782623,Monocyte non-conventional
SRR10779698,Plasma cell
SRR10795176,T cell CD8
SRR10793495,Macrophage
SRR10785472,T cell CD4
SRR10796613,cDC2
SRR10796848,T cell CD8
SRR10783377,Epithelial cell other C1
SRR10797498,Macrophage
SRR10783372,Fibroblast alveolar
SRR10796240,Mesothelial
SRR10785241,Macrophage
SRR10791739,DC mature
SRR10784088,Smooth muscle cell
SRR10786212,Pericyte
SRR10785033,Epithelial cell other C5
SRR10780949,Macrophage
SRR10792456,Fibroblast adventitial
SRR10790698,T cell CD8
SRR10786661,Macrophage
SRR10798519,NK cell
SRR10796135,Plasma cell
SRR10792605,T cell CD8
SRR10792725,Plasma cell
SRR10790080,T cell CD4
SRR10795627,Mast cell
SRR10791303,Endothelial cell
SRR10786008,Monocyte non-conventional
SRR10789270,Monocyte non-conventional
SRR10796505,T cell CD4
SRR10785130,Monocyte conventional
SRR10789049,T cell CD8
SRR10780932,Epithelial cell other C4
SRR10795719,T cell regulatory
SRR10788289,Endothelial cell
SRR10779314,Fibroblast adventitial
SRR10783355,Mast cell
SRR10784763,Mast cell
SRR10795242,Monocyte non-conventional
SRR10791772,Macrophage
SRR10778547,Fibroblast adventitial
SRR10782673,NK cell
SRR10797741,Fibroblast adventitial
SRR10783971,B cell
SRR10783432,Basal
SRR10782225,Fibroblast adventitial
SRR10785122,Basal
SRR10780908,Macrophage
SRR10797007,T cell CD4
SRR10791067,T cell CD4
SRR10793380,Mast cell
SRR10795910,Macrophage
SRR10797331,T cell CD4
SRR10794003,Epithelial cell other C5
SRR10794627,T cell CD4
SRR10798388,Alveolar cell type 2
SRR10797202,Epithelial cell other C5
SRR10789628,Endothelial cell lymphatic
SRR10786386,NK cell
SRR10780379,T cell CD4
SRR10782525,Endothelial cell
SRR10793549,Macrophage
SRR10781854,T cell CD8
SRR10790714,Plasma cell
SRR10784014,T cell CD8
SRR10790688,T cell dividing
SRR10780305,Epithelial cell other C5
SRR10787843,T cell CD4
SRR10792992,T cell CD8
SRR10784025,pDC
SRR10785194,Epithelial cell other C5
SRR10783641,other C17
SRR10786614,B cell
SRR10778614,Macrophage
SRR10791144,Macrophage
SRR10793804,T cell CD8
SRR10797418,Monocyte non-conventional
SRR10797710,Basal
SRR10783302,Mesothelial
SRR10796829,Macrophage
SRR10790446,Fibroblast adventitial
SRR10795258,T cell regulatory
SRR10798482,Fibroblast adventitial
SRR10784728,Monocyte conventional
SRR10795278,Ciliated
SRR10792429,Endothelial cell
SRR10787415,Basal
SRR10786063,T cell CD4
SRR10793414,Mast cell
SRR10783029,other C21
SRR10778919,Monocyte non-conventional
SRR10778310,Epithelial cell other C5
SRR10795436,Fibroblast adventitial
SRR10794529,Fibroblast adventitial
SRR10786863,T cell CD4
SRR10786578,T cell regulatory
SRR10786316,Basal
SRR10789732,other C17
SRR10791159,Monocyte non-conventional
SRR10789799,T cell CD8
SRR10795997,Ciliated
SRR10777339,T cell dividing
SRR10794475,Endothelial cell
SRR10782381,Macrophage
SRR10793575,Monocyte conventional
SRR10794720,T cell CD8
SRR10792985,Fibroblast adventitial
SRR10798100,T cell CD8
SRR10779590,DC mature
SRR10796665,Mesothelial
SRR10780264,T cell CD8
SRR10785550,Fibroblast adventitial
SRR10783260,Macrophage
SRR10793506,other C21
SRR10777510,Mast cell
SRR10779650,Epithelial cell other C1
SRR10780325,Macrophage
SRR10783323,Macrophage
SRR10787240,Epithelial cell other C5
SRR10793457,Plasma cell
SRR10783058,Fibroblast adventitial
SRR10780336,Alveolar cell type 2
SRR10791689,Goblet
SRR10779023,Macrophage
SRR10789405,Macrophage
SRR10782387,Epithelial cell other C5
SRR10785092,Plasma cell
SRR10779688,Monocyte non-conventional
SRR10778033,T cell CD4
SRR10790954,T cell CD4
SRR10784233,Monocyte conventional
SRR10780916,Epithelial cell other C5
SRR10797116,NK cell
SRR10797510,Macrophage
SRR10791136,Epithelial cell other C1
SRR10794723,T cell CD4
SRR10787744,Epithelial cell other C4
SRR10786643,Monocyte conventional
SRR10778013,Plasma cell
SRR10793700,Monocyte non-conventional
SRR10779365,Monocyte non-conventional
SRR10796742,Club
SRR10788035,pDC
SRR10778113,Epithelial cell other C5
SRR10793056,T cell CD8
SRR10797707,T cell CD8
SRR10791005,Alveolar cell type 1
SRR10789437,Plasma cell
SRR10785286,Basal
SRR10781583,other C17
SRR10790252,Epithelial cell other C1
SRR10780207,Fibroblast adventitial
SRR10785789,Macrophage
SRR10790125,Macrophage
SRR10790543,Endothelial cell
SRR10782569,Plasma cell
SRR10780714,Mast cell
SRR10785720,pDC
SRR10797113,T cell CD8
SRR10797395,T cell CD8
SRR10786364,Epithelial cell other C1
SRR10778748,Fibroblast alveolar
SRR10780720,other C17
SRR10778401,Epithelial cell other C5
SRR10787131,Fibroblast adventitial
SRR10786189,Alveolar cell type 1
SRR10793391,T cell regulatory
SRR10783589,Smooth muscle cell
SRR10792562,Endothelial cell
SRR10778993,Epithelial cell other C1
SRR10779299,Monocyte non-conventional
SRR10796100,Pericyte
SRR10784066,Alveolar cell type 1
SRR10782497,Macrophage
SRR10797096,Macrophage
SRR10778833,T cell CD4
SRR10778320,T cell CD8
SRR10782646,B cell
SRR10784758,NK cell
SRR10794246,Macrophage
SRR10791889,Fibroblast adventitial
SRR10790970,Plasma cell
SRR10786934,Monocyte non-conventional
SRR10798181,Monocyte non-conventional
SRR10782085,DC Lagerhans
SRR10782735,Monocyte conventional
SRR10794326,Monocyte non-conventional
SRR10777862,Fibroblast adventitial
SRR10797881,Plasma cell
SRR10777406,B cell
SRR10781671,T cell CD4
SRR10778503,Macrophage
SRR10784562,Epithelial cell other C1
SRR10797343,Fibroblast adventitial
SRR10796046,NK cell
SRR10791004,T cell CD8
SRR10777440,Club
SRR10796053,Macrophage
SRR10780426,Epithelial cell other C1
SRR10794261,Endothelial cell
SRR10778156,Endothelial cell
SRR10778188,Basal
SRR10796819,Fibroblast alveolar
SRR10787878,T cell CD4
SRR10788169,Macrophage
SRR10792688,T cell CD4
SRR10787588,other C17
SRR10786382,B cell
SRR10795018,Epithelial cell other C5
SRR10788414,T cell CD4
SRR10783014,other C17
SRR10783760,Macrophage
SRR10788720,Monocyte non-conventional
SRR10779244,Monocyte non-conventional
SRR10792064,T cell CD4
SRR10782045,other C17
SRR10785016,T cell regulatory
SRR10790700,Epithelial cell other C1
SRR10793123,T cell CD4
SRR10779387,T cell CD4
SRR10780505,Fibroblast alveolar
SRR10778782,T cell CD8
SRR10794719,Plasma cell
SRR10779245,DC mature
SRR10787582,T cell CD8
SRR10790955,T cell CD8
SRR10788280,Mast cell
SRR10791057,Macrophage
SRR10794831,B cell
SRR10789478,Macrophage
SRR10794056,Monocyte non-conventional
SRR10783022,T cell CD8
SRR10784013,Macrophage
SRR10798535,Macrophage
SRR10789367,Endothelial cell
SRR10792156,T cell CD4
SRR10784440,Plasma cell
SRR10789404,other C19
SRR10792106,Monocyte non-conventional
SRR10784004,T cell CD8
SRR10795656,cDC2
SRR10784715,Fibroblast adventitial
SRR10790383,T cell CD4
SRR10779331,B cell
SRR10782744,Macrophage
SRR10788575,other C17
SRR10783099,Macrophage
SRR10784863,other C17
SRR10780106,Monocyte non-conventional
SRR10789412,Epithelial cell other C1
SRR10778440,T cell CD8
SRR10778231,other C17
SRR10788282,other C21
SRR10782633,other C19
SRR10791524,pDC
SRR10777496,Macrophage
SRR10793829,Macrophage
SRR10782363,Fibroblast adventitial
SRR10792882,Mast cell
SRR10779726,Alveolar cell type 1
SRR10786726,pDC
SRR10791148,T cell CD8
SRR10797079,Epithelial cell other C3
SRR10779385,NK cell
SRR10795934,Macrophage
SRR10783947,Endothelial cell
SRR10781993,Endothelial cell lymphatic
SRR10795078,Macrophage
SRR10789275,other C29
SRR10798230,Alveolar cell type 2
SRR10784571,Epithelial cell other C5
SRR10786539,Monocyte non-conventional
SRR10783863,T cell regulatory
SRR10788093,cDC2
SRR10790838,T cell dividing
SRR10778504,Epithelial cell other C1
SRR10784406,Fibroblast alveolar
SRR10794546,T cell CD4
SRR10780312,Club
SRR10780588,Smooth muscle cell
SRR10797577,Monocyte conventional
SRR10792298,Club
SRR10790650,T cell CD4
SRR10796770,other C17
SRR10785426,Pericyte
SRR10778910,Macrophage
SRR10794241,T cell CD8
SRR10787076,T cell regulatory
SRR10798306,Epithelial cell other C1
SRR10793736,T cell CD4
