Run,cell_type
SRR10786356,B cell
SRR10789946,Epithelial cells
SRR10778090,Stromal
SRR10791078,other
SRR10778170,Mast cell
SRR10785079,Stromal
SRR10791959,Epithelial cells
SRR10783820,Stromal
SRR10783889,Myeloid cell
SRR10788420,Myeloid cell
SRR10787580,Epithelial cells
SRR10778869,other
SRR10778409,Mast cell
SRR10798250,T/NK cell
SRR10791195,Epithelial cells
SRR10793778,Stromal
SRR10783067,Endothelial cell
SRR10788122,T/NK cell
SRR10777499,Myeloid cell
SRR10793153,Myeloid cell
SRR10784575,Endothelial cell
SRR10786378,Myeloid cell
SRR10795194,Myeloid cell
SRR10794334,Myeloid cell
SRR10784153,Endothelial cell
SRR10788047,Epithelial cells
SRR10792988,T/NK cell
SRR10788442,Stromal
SRR10779524,Myeloid cell
SRR10796132,Myeloid cell
SRR10792426,Mast cell
SRR10792250,B cell
SRR10780666,B cell plasma
SRR10792325,Myeloid cell
SRR10795102,Stromal
SRR10779351,plasmacytoid dendritic cell
SRR10780949,Myeloid cell
SRR10780492,Myeloid cell
SRR10787504,Myeloid cell
SRR10787004,Epithelial cells
SRR10777423,Epithelial cells
SRR10792682,Stromal
SRR10791424,T/NK cell
SRR10780203,T/NK cell
SRR10785302,Stromal
SRR10781297,Endothelial cell
SRR10783092,Myeloid cell
SRR10784512,Endothelial cell
SRR10782686,Stromal
SRR10788551,T/NK cell
SRR10795419,Stromal
SRR10782675,Stromal
SRR10792164,T/NK cell
SRR10780303,other
SRR10795505,T/NK cell
SRR10780503,Endothelial cell
SRR10784085,Epithelial cells
SRR10791233,Myeloid cell
SRR10781499,Stromal
SRR10791597,Myeloid cell
SRR10784735,T/NK cell
SRR10791588,Stromal
SRR10780887,Stromal
SRR10777790,T/NK cell
SRR10785562,Myeloid cell
SRR10785361,T/NK cell
SRR10793862,Epithelial cells
SRR10781221,Epithelial cells
SRR10781068,Myeloid cell
SRR10787791,Myeloid cell
SRR10782586,other
SRR10787353,other
SRR10781144,Myeloid cell
SRR10789274,Myeloid cell
SRR10783697,Myeloid cell
SRR10777866,Stromal
SRR10783980,Myeloid cell
SRR10783859,Myeloid cell
SRR10793137,Myeloid cell
SRR10792987,B cell plasma
SRR10779202,T/NK cell
SRR10789610,Epithelial cells
SRR10784972,Epithelial cells
SRR10795541,Epithelial cells
SRR10782569,B cell plasma
SRR10792172,Myeloid cell
SRR10781220,Epithelial cells
SRR10793047,Myeloid cell
SRR10796578,other
SRR10785838,Myeloid cell
SRR10789447,Myeloid cell
SRR10794255,T/NK cell
SRR10788604,other
SRR10790971,Myeloid cell
SRR10777968,Myeloid cell
SRR10792423,T/NK cell
SRR10790568,T/NK cell
SRR10790759,Epithelial cells
SRR10797171,Stromal
SRR10789436,B cell plasma
SRR10789161,T/NK cell
SRR10791767,Myeloid cell
SRR10792108,T/NK cell
SRR10790055,T/NK cell
SRR10794863,other
SRR10797547,T/NK cell
SRR10785509,Epithelial cells
SRR10784991,Myeloid cell
SRR10788264,other
SRR10797951,other
SRR10783910,B cell
SRR10784938,Myeloid cell
SRR10787459,Epithelial cells
SRR10781023,T/NK cell
SRR10790127,B cell plasma
SRR10781507,plasmacytoid dendritic cell
SRR10789049,T/NK cell
SRR10783937,Epithelial cells
SRR10779700,Stromal
SRR10790492,other
SRR10785270,Endothelial cell
SRR10786082,B cell
SRR10794595,T/NK cell
SRR10780072,B cell plasma
SRR10797280,Stromal
SRR10788169,Myeloid cell
SRR10777242,Epithelial cells
SRR10786788,T/NK cell
SRR10797828,Myeloid cell
SRR10786057,Stromal
SRR10784545,Epithelial cells
SRR10780803,T/NK cell
SRR10798216,Stromal
SRR10778341,Myeloid cell
SRR10778722,Stromal
SRR10786027,Stromal
SRR10793732,T/NK cell
SRR10797663,Epithelial cells
SRR10797324,T/NK cell
SRR10796800,Epithelial cells
SRR10786421,T/NK cell
SRR10777602,Stromal
SRR10791430,Stromal
SRR10792760,Myeloid cell
SRR10788776,Endothelial cell
SRR10788174,plasmacytoid dendritic cell
SRR10785976,other
SRR10778519,B cell plasma
SRR10791391,Endothelial cell
SRR10794190,other
SRR10791809,Stromal
SRR10796129,T/NK cell
SRR10798246,Myeloid cell
SRR10793450,T/NK cell
SRR10788529,Myeloid cell
SRR10789766,T/NK cell
SRR10797156,Endothelial cell
SRR10796841,Epithelial cells
SRR10792752,other
SRR10796116,T/NK cell
SRR10779245,Myeloid cell
SRR10796880,Epithelial cells
SRR10778131,Myeloid cell
SRR10783983,other
SRR10794735,Stromal
SRR10794888,T/NK cell
SRR10788856,Myeloid cell
SRR10791439,Myeloid cell
SRR10779157,plasmacytoid dendritic cell
SRR10787629,Endothelial cell
SRR10778657,Myeloid cell
SRR10778662,T/NK cell
SRR10780234,Myeloid cell
SRR10796632,Myeloid cell
SRR10791801,Stromal
SRR10788239,Myeloid cell
SRR10793950,Myeloid cell
SRR10782444,plasmacytoid dendritic cell
SRR10796170,Epithelial cells
SRR10779301,other
SRR10783147,Myeloid cell
SRR10787545,Myeloid cell
SRR10783211,T/NK cell
SRR10791796,Myeloid cell
SRR10797777,Myeloid cell
SRR10783648,Myeloid cell
SRR10797627,other
SRR10780281,Epithelial cells
SRR10793868,Endothelial cell
SRR10791087,Epithelial cells
SRR10782760,Myeloid cell
SRR10789981,Endothelial cell
SRR10784318,other
SRR10795911,Stromal
SRR10795746,T/NK cell
SRR10797866,other
SRR10794822,Epithelial cells
SRR10797651,Mast cell
SRR10790863,other
SRR10787239,Stromal
SRR10791431,Myeloid cell
SRR10787603,B cell
SRR10782395,other
SRR10784241,Myeloid cell
SRR10798081,B cell plasma
SRR10797711,Myeloid cell
SRR10796489,Epithelial cells
SRR10797350,Myeloid cell
SRR10777464,T/NK cell
SRR10778238,Myeloid cell
SRR10798213,Myeloid cell
SRR10791787,Myeloid cell
SRR10792401,other
SRR10791573,Myeloid cell
SRR10786283,Mast cell
SRR10797668,other
SRR10792312,Myeloid cell
SRR10791444,Myeloid cell
SRR10792160,B cell plasma
SRR10792070,Epithelial cells
SRR10779477,Stromal
SRR10782156,Myeloid cell
SRR10784565,B cell
SRR10789767,T/NK cell
SRR10788049,other
SRR10788865,other
SRR10786527,T/NK cell
SRR10778018,T/NK cell
SRR10787300,Myeloid cell
SRR10783873,T/NK cell
SRR10785992,other
SRR10783427,Myeloid cell
SRR10780638,Myeloid cell
SRR10797298,T/NK cell
SRR10778670,Myeloid cell
SRR10796021,Stromal
SRR10783650,T/NK cell
SRR10781733,T/NK cell
SRR10783532,Myeloid cell
SRR10794103,Epithelial cells
SRR10794093,T/NK cell
SRR10789800,T/NK cell
SRR10789870,Stromal
SRR10789029,Endothelial cell
SRR10792899,Epithelial cells
SRR10784157,Myeloid cell
SRR10777487,B cell
SRR10790344,other
SRR10782473,T/NK cell
SRR10794333,B cell plasma
SRR10796289,T/NK cell
SRR10792801,Myeloid cell
SRR10793963,plasmacytoid dendritic cell
SRR10793066,Stromal
SRR10783294,B cell
SRR10791722,other
SRR10789170,Epithelial cells
SRR10790417,Endothelial cell
SRR10785228,Epithelial cells
SRR10780619,B cell plasma
SRR10794020,Myeloid cell
SRR10794385,Myeloid cell
SRR10792858,B cell plasma
SRR10791647,Myeloid cell
SRR10785993,other
SRR10787568,Myeloid cell
SRR10777581,Epithelial cells
SRR10787288,Epithelial cells
SRR10779709,T/NK cell
SRR10796038,Myeloid cell
SRR10788921,T/NK cell
SRR10797460,T/NK cell
SRR10780740,Stromal
SRR10792062,Myeloid cell
SRR10779646,Endothelial cell
SRR10793740,Stromal
SRR10786688,Mast cell
SRR10787528,Stromal
SRR10780955,other
SRR10792595,Mast cell
SRR10783710,Stromal
SRR10779228,Myeloid cell
SRR10789942,Stromal
SRR10783609,other
SRR10791742,T/NK cell
SRR10786473,Myeloid cell
SRR10781595,Myeloid cell
SRR10796305,T/NK cell
SRR10782474,Myeloid cell
SRR10778508,Epithelial cells
SRR10788334,Epithelial cells
SRR10779819,Stromal
SRR10790364,Mast cell
SRR10797658,Myeloid cell
SRR10784961,plasmacytoid dendritic cell
SRR10793501,other
SRR10796105,Myeloid cell
SRR10777325,Endothelial cell
SRR10788815,T/NK cell
SRR10785396,Myeloid cell
SRR10785032,Epithelial cells
SRR10787899,T/NK cell
SRR10789666,other
SRR10783136,Epithelial cells
SRR10783160,T/NK cell
SRR10783156,other
SRR10787401,Myeloid cell
SRR10787348,Epithelial cells
SRR10785774,Stromal
SRR10792898,other
SRR10779283,Myeloid cell
SRR10782315,Epithelial cells
SRR10792686,Myeloid cell
SRR10786171,Myeloid cell
SRR10792125,other
SRR10789179,Epithelial cells
SRR10778481,T/NK cell
SRR10797391,Myeloid cell
SRR10792712,B cell plasma
SRR10778787,Mast cell
SRR10779112,T/NK cell
SRR10787507,Stromal
SRR10792037,Myeloid cell
SRR10788414,T/NK cell
SRR10781480,Stromal
SRR10781932,Myeloid cell
SRR10788830,Myeloid cell
SRR10784807,Myeloid cell
SRR10796313,Epithelial cells
SRR10782923,Stromal
SRR10792243,T/NK cell
SRR10783273,Epithelial cells
SRR10780445,Myeloid cell
SRR10782671,Stromal
SRR10797184,B cell
SRR10781567,Epithelial cells
SRR10789104,other
SRR10788910,Ciliated
SRR10780339,Stromal
SRR10779741,Epithelial cells
SRR10786025,Myeloid cell
SRR10790827,Epithelial cells
SRR10796953,Stromal
SRR10777236,Epithelial cells
SRR10779051,Stromal
SRR10785861,Myeloid cell
SRR10788601,Mast cell
SRR10782744,Myeloid cell
SRR10796138,Stromal
SRR10779273,Stromal
SRR10787705,Stromal
SRR10794670,Stromal
SRR10779105,Myeloid cell
SRR10797626,T/NK cell
SRR10787886,Myeloid cell
SRR10782947,Myeloid cell
SRR10797210,Myeloid cell
SRR10795188,T/NK cell
SRR10798547,Stromal
SRR10787740,Myeloid cell
SRR10789103,T/NK cell
SRR10794526,Epithelial cells
SRR10797300,B cell plasma
SRR10779087,Stromal
SRR10796029,Epithelial cells
SRR10786290,Myeloid cell
SRR10790669,other
SRR10785315,other
SRR10781555,other
SRR10780039,T/NK cell
SRR10788951,B cell
SRR10785089,Myeloid cell
SRR10781302,Stromal
SRR10785866,T/NK cell
SRR10779962,T/NK cell
SRR10795801,T/NK cell
SRR10780843,T/NK cell
SRR10794904,Myeloid cell
SRR10790059,B cell plasma
SRR10777297,other
SRR10779929,B cell plasma
SRR10786432,Stromal
SRR10789165,other
SRR10793473,Myeloid cell
SRR10777887,B cell plasma
SRR10779563,other
SRR10796252,Myeloid cell
SRR10777646,Myeloid cell
SRR10779794,Stromal
SRR10796584,Myeloid cell
SRR10796832,Mast cell
SRR10779143,Myeloid cell
SRR10783914,Myeloid cell
SRR10791847,other
SRR10785318,other
SRR10784256,other
SRR10784053,T/NK cell
SRR10792439,Epithelial cells
SRR10788116,Myeloid cell
SRR10782550,T/NK cell
SRR10781000,Myeloid cell
SRR10796666,T/NK cell
SRR10789799,T/NK cell
SRR10788325,Epithelial cells
SRR10782666,Myeloid cell
SRR10784499,Myeloid cell
SRR10784405,B cell plasma
SRR10795813,T/NK cell
SRR10783745,T/NK cell
SRR10797956,Stromal
SRR10797994,plasmacytoid dendritic cell
SRR10783083,Stromal
SRR10789056,T/NK cell
SRR10794160,Stromal
SRR10784503,Mast cell
SRR10793975,T/NK cell
SRR10783287,Stromal
SRR10795613,T/NK cell
SRR10797006,Myeloid cell
SRR10791954,Stromal
SRR10790401,B cell
SRR10789834,Myeloid cell
SRR10778188,Epithelial cells
SRR10777461,Myeloid cell
SRR10798543,Endothelial cell
SRR10787383,T/NK cell
SRR10778339,plasmacytoid dendritic cell
SRR10786091,T/NK cell
SRR10785556,Myeloid cell
SRR10788076,T/NK cell
SRR10797854,Myeloid cell
SRR10794907,Epithelial cells
SRR10788147,T/NK cell
SRR10786684,T/NK cell
SRR10777571,B cell plasma
SRR10783643,Myeloid cell
SRR10793581,Stromal
SRR10788826,T/NK cell
SRR10788158,Epithelial cells
SRR10784892,T/NK cell
SRR10780915,Endothelial cell
SRR10782032,T/NK cell
SRR10782186,other
SRR10783704,Epithelial cells
SRR10783434,Myeloid cell
SRR10796101,Myeloid cell
SRR10791460,T/NK cell
SRR10787921,T/NK cell
SRR10782568,B cell plasma
SRR10779854,T/NK cell
SRR10782409,T/NK cell
SRR10796301,plasmacytoid dendritic cell
SRR10790612,B cell
SRR10790057,Myeloid cell
SRR10796808,Epithelial cells
SRR10783435,Myeloid cell
SRR10779034,Myeloid cell
SRR10782098,T/NK cell
SRR10793123,T/NK cell
SRR10793199,Stromal
SRR10780103,other
SRR10779372,T/NK cell
SRR10797767,Myeloid cell
SRR10790480,Stromal
SRR10798244,T/NK cell
SRR10786292,Epithelial cells
SRR10785495,Myeloid cell
SRR10779104,Myeloid cell
SRR10793369,Myeloid cell
SRR10795714,T/NK cell
SRR10778996,Epithelial cells
SRR10782599,Epithelial cells
SRR10788075,Endothelial cell
SRR10786722,Epithelial cells
SRR10786481,Stromal
SRR10788623,T/NK cell
SRR10782015,Myeloid cell
SRR10788106,Myeloid cell
SRR10786737,T/NK cell
SRR10793052,Epithelial cells
SRR10789693,Epithelial cells
SRR10789949,Epithelial cells
SRR10782724,B cell plasma
SRR10794482,other
SRR10782147,Myeloid cell
SRR10791387,Myeloid cell
SRR10787722,Myeloid cell
SRR10785508,Epithelial cells
SRR10778436,B cell
SRR10781753,Stromal
SRR10782094,T/NK cell
SRR10778450,Mast cell
SRR10791925,other
SRR10787874,T/NK cell
SRR10789193,T/NK cell
SRR10785198,T/NK cell
SRR10779163,Myeloid cell
SRR10790406,T/NK cell
SRR10794357,Myeloid cell
SRR10796145,Myeloid cell
SRR10792358,Stromal
SRR10791950,Myeloid cell
SRR10781780,Epithelial cells
SRR10792321,Myeloid cell
SRR10779239,Endothelial cell
SRR10790534,T/NK cell
SRR10781961,Myeloid cell
SRR10786054,Epithelial cells
SRR10794593,T/NK cell
SRR10787483,Myeloid cell
SRR10798513,Endothelial cell
SRR10777869,Stromal
SRR10797135,Epithelial cells
SRR10782634,T/NK cell
SRR10790507,Myeloid cell
SRR10784312,Stromal
SRR10793683,T/NK cell
SRR10791773,Stromal
SRR10782196,B cell plasma
SRR10789686,T/NK cell
SRR10797428,B cell plasma
SRR10791390,Ciliated
SRR10793072,Myeloid cell
SRR10786592,Stromal
SRR10785740,other
SRR10795043,T/NK cell
SRR10797637,Myeloid cell
SRR10782481,Epithelial cells
SRR10787071,Myeloid cell
SRR10794207,T/NK cell
SRR10778851,T/NK cell
SRR10789109,Epithelial cells
SRR10784137,T/NK cell
SRR10781911,T/NK cell
SRR10778956,T/NK cell
SRR10788051,other
SRR10777728,T/NK cell
SRR10780706,T/NK cell
SRR10785243,other
SRR10785035,Stromal
SRR10784022,Epithelial cells
SRR10792283,T/NK cell
SRR10795476,Stromal
SRR10793761,Epithelial cells
SRR10778911,T/NK cell
SRR10787799,Stromal
SRR10789725,Endothelial cell
SRR10791804,Myeloid cell
SRR10793752,Epithelial cells
SRR10794641,Stromal
SRR10779985,Stromal
SRR10786490,B cell plasma
SRR10788987,Myeloid cell
SRR10783598,Myeloid cell
SRR10788844,other
SRR10793576,Mast cell
SRR10783511,Myeloid cell
SRR10783297,Endothelial cell
SRR10783565,Myeloid cell
SRR10784347,T/NK cell
SRR10781021,Stromal
SRR10785422,Epithelial cells
SRR10797289,Stromal
SRR10783652,Myeloid cell
SRR10782572,Stromal
SRR10786062,Myeloid cell
SRR10797596,T/NK cell
SRR10790122,Stromal
SRR10786705,Myeloid cell
SRR10791493,Epithelial cells
SRR10795907,Myeloid cell
SRR10791602,Stromal
SRR10782249,T/NK cell
SRR10787932,T/NK cell
SRR10784345,T/NK cell
SRR10788484,B cell plasma
SRR10792539,B cell plasma
SRR10795741,Myeloid cell
SRR10784044,Myeloid cell
SRR10792221,T/NK cell
SRR10788115,B cell plasma
SRR10792566,Myeloid cell
SRR10797444,other
SRR10777217,Myeloid cell
SRR10789982,Stromal
SRR10784029,plasmacytoid dendritic cell
SRR10779204,Myeloid cell
SRR10780294,Myeloid cell
SRR10794717,T/NK cell
SRR10781957,plasmacytoid dendritic cell
SRR10782833,other
SRR10783377,other
SRR10789362,other
SRR10798566,B cell plasma
SRR10790294,Myeloid cell
SRR10778540,Myeloid cell
SRR10794578,Epithelial cells
SRR10797525,Myeloid cell
SRR10798302,B cell plasma
SRR10797792,Stromal
SRR10778833,T/NK cell
SRR10793133,T/NK cell
SRR10788636,B cell plasma
SRR10789413,other
SRR10787119,Stromal
SRR10788616,Epithelial cells
SRR10791397,Epithelial cells
SRR10796430,Stromal
SRR10788764,Stromal
SRR10787764,Myeloid cell
SRR10779924,Stromal
SRR10784515,T/NK cell
SRR10782499,Mast cell
SRR10796258,Stromal
SRR10779975,T/NK cell
SRR10781112,Stromal
SRR10795441,Epithelial cells
SRR10791593,Stromal
SRR10789185,Mast cell
SRR10796705,T/NK cell
SRR10778954,T/NK cell
SRR10779378,B cell plasma
SRR10793578,other
SRR10785741,Epithelial cells
SRR10789010,Endothelial cell
SRR10797192,T/NK cell
SRR10777557,Myeloid cell
SRR10789784,other
SRR10778370,Myeloid cell
SRR10796853,Epithelial cells
SRR10787385,T/NK cell
SRR10785139,Myeloid cell
SRR10785915,Myeloid cell
SRR10779814,T/NK cell
SRR10797098,other
SRR10791534,other
SRR10788509,T/NK cell
SRR10791297,T/NK cell
SRR10790028,other
SRR10783387,Stromal
SRR10795851,Myeloid cell
SRR10777533,Stromal
SRR10793643,other
SRR10796049,Epithelial cells
SRR10798420,Myeloid cell
SRR10793878,Myeloid cell
SRR10778323,plasmacytoid dendritic cell
SRR10794133,Stromal
SRR10778198,T/NK cell
SRR10795700,B cell
SRR10790243,T/NK cell
SRR10787954,Stromal
SRR10780964,Stromal
SRR10782403,Myeloid cell
SRR10781312,other
SRR10791612,Endothelial cell
SRR10789737,T/NK cell
SRR10783747,T/NK cell
SRR10796627,other
SRR10778847,Stromal
SRR10788960,Endothelial cell
SRR10793544,Myeloid cell
SRR10779708,T/NK cell
SRR10781915,B cell plasma
SRR10798226,other
SRR10792645,Myeloid cell
SRR10784426,Epithelial cells
SRR10794951,T/NK cell
SRR10795103,B cell plasma
SRR10796690,other
SRR10795096,B cell plasma
SRR10798341,Stromal
SRR10787864,T/NK cell
SRR10788467,Stromal
SRR10792643,Myeloid cell
SRR10785421,Stromal
SRR10789017,T/NK cell
SRR10789155,Mast cell
SRR10790312,Epithelial cells
SRR10785875,Stromal
SRR10784284,T/NK cell
SRR10777256,Myeloid cell
SRR10786550,Stromal
SRR10791996,Myeloid cell
SRR10793173,T/NK cell
SRR10793587,Epithelial cells
SRR10794858,T/NK cell
SRR10778384,other
SRR10796533,T/NK cell
SRR10787343,B cell plasma
SRR10777738,T/NK cell
SRR10797111,B cell plasma
SRR10782036,B cell
SRR10779374,T/NK cell
SRR10790849,Mast cell
SRR10788853,Myeloid cell
SRR10778735,Epithelial cells
SRR10792999,Epithelial cells
SRR10795242,Myeloid cell
SRR10790984,B cell plasma
SRR10788366,Myeloid cell
SRR10798122,B cell
SRR10794021,B cell plasma
SRR10777707,Epithelial cells
SRR10777536,B cell plasma
SRR10779188,Epithelial cells
SRR10792188,T/NK cell
SRR10793378,Epithelial cells
SRR10789753,Stromal
SRR10796946,Myeloid cell
SRR10783960,Epithelial cells
SRR10783379,Myeloid cell
SRR10796064,Ciliated
SRR10796023,T/NK cell
SRR10780783,Myeloid cell
SRR10789683,T/NK cell
SRR10783324,B cell
SRR10791506,T/NK cell
SRR10781316,other
SRR10782494,Ciliated
SRR10783441,Endothelial cell
SRR10790009,Epithelial cells
SRR10795477,Epithelial cells
SRR10779538,other
SRR10781554,Myeloid cell
SRR10782867,Myeloid cell
SRR10785244,other
SRR10785940,T/NK cell
SRR10778491,T/NK cell
SRR10790967,Endothelial cell
SRR10781110,Myeloid cell
SRR10781834,Myeloid cell
SRR10777936,Myeloid cell
SRR10789904,Epithelial cells
SRR10796604,Stromal
SRR10782295,Myeloid cell
SRR10787262,T/NK cell
SRR10783868,Endothelial cell
SRR10783654,Stromal
SRR10794070,Stromal
SRR10790536,Stromal
SRR10794978,Endothelial cell
SRR10778050,Myeloid cell
SRR10791909,Myeloid cell
SRR10783531,Endothelial cell
SRR10785426,Stromal
SRR10794569,T/NK cell
SRR10790575,Stromal
SRR10781449,other
SRR10781440,B cell plasma
SRR10782871,Stromal
SRR10788021,Stromal
SRR10794459,Stromal
SRR10784912,Stromal
SRR10786993,Myeloid cell
SRR10779724,Epithelial cells
SRR10794781,other
SRR10783721,B cell plasma
SRR10798494,Ciliated
SRR10789710,Myeloid cell
SRR10788945,Myeloid cell
SRR10784917,other
SRR10782408,T/NK cell
SRR10798426,B cell plasma
SRR10793161,B cell plasma
SRR10794140,Myeloid cell
SRR10796069,Stromal
SRR10785574,Myeloid cell
SRR10791510,Myeloid cell
SRR10797969,Endothelial cell
SRR10780644,other
SRR10784699,B cell plasma
SRR10781895,Myeloid cell
SRR10794398,T/NK cell
SRR10783462,Mast cell
SRR10784970,Myeloid cell
SRR10784985,Endothelial cell
SRR10784889,Endothelial cell
SRR10785498,Myeloid cell
SRR10784070,Myeloid cell
SRR10778283,Myeloid cell
SRR10778587,Epithelial cells
SRR10783673,Mast cell
SRR10785983,plasmacytoid dendritic cell
SRR10797953,Myeloid cell
SRR10792395,Stromal
SRR10781299,B cell
SRR10797230,B cell plasma
SRR10792780,Stromal
SRR10781651,Myeloid cell
SRR10781314,other
SRR10796882,Stromal
SRR10780884,Stromal
SRR10790378,Myeloid cell
SRR10785894,Stromal
SRR10787644,Myeloid cell
SRR10785561,Myeloid cell
SRR10785017,T/NK cell
SRR10780867,Stromal
SRR10795056,T/NK cell
SRR10793750,Epithelial cells
SRR10787643,Endothelial cell
SRR10784100,Stromal
SRR10778165,Epithelial cells
SRR10787904,T/NK cell
SRR10792612,Epithelial cells
SRR10785752,Myeloid cell
SRR10787437,Epithelial cells
SRR10794671,Epithelial cells
SRR10796025,other
SRR10787024,other
SRR10796076,Myeloid cell
SRR10791301,Stromal
SRR10795405,Epithelial cells
SRR10785066,Epithelial cells
SRR10790593,Myeloid cell
SRR10797319,Myeloid cell
SRR10796345,Stromal
SRR10780286,Myeloid cell
SRR10781427,T/NK cell
SRR10798102,Epithelial cells
SRR10794749,Myeloid cell
SRR10782192,Stromal
SRR10780442,T/NK cell
SRR10797925,Stromal
SRR10784741,Epithelial cells
SRR10780370,Stromal
SRR10781296,B cell plasma
SRR10798193,other
SRR10784681,other
SRR10788689,Stromal
SRR10791208,Myeloid cell
SRR10793517,T/NK cell
SRR10777481,Myeloid cell
SRR10794773,Myeloid cell
SRR10793239,Epithelial cells
SRR10778656,T/NK cell
SRR10798014,Myeloid cell
SRR10788166,other
SRR10798624,T/NK cell
SRR10777789,B cell plasma
SRR10777223,T/NK cell
SRR10779807,Stromal
SRR10791367,B cell plasma
SRR10784709,Stromal
SRR10777583,Myeloid cell
SRR10778277,Stromal
SRR10792896,Mast cell
SRR10787860,Myeloid cell
SRR10785960,Stromal
SRR10780454,T/NK cell
SRR10780044,Endothelial cell
SRR10790877,Endothelial cell
SRR10788743,T/NK cell
SRR10793429,Epithelial cells
SRR10777824,Myeloid cell
SRR10787558,T/NK cell
SRR10792552,Epithelial cells
SRR10793957,B cell plasma
SRR10777582,Myeloid cell
SRR10778280,Myeloid cell
SRR10784072,B cell plasma
SRR10793492,T/NK cell
SRR10785702,Stromal
SRR10792144,plasmacytoid dendritic cell
SRR10779472,Myeloid cell
SRR10795794,other
SRR10792091,Stromal
SRR10788355,Epithelial cells
SRR10791862,B cell plasma
SRR10796964,T/NK cell
SRR10788748,T/NK cell
SRR10782830,Stromal
SRR10791766,other
